body,label
"المحلل السياسي الإسرائيلي يوآف شتيرن: #نتنياهو يريد إطالة أمد الحرب.. هناك طريقة للتخلص من هذا الشخص بدون انتخابات #محل_نقاش #العربية""",not bullying
"""قطع 12 كيلومتراً حافي القدمين بحثاً عن الطعام"".. طفل فلسطيني تائه خرج من بيت لاهيا إلى مناطق متفرقة في قطاع #غزة بحثاً عن الطحين #العربية""",not bullying
مستشار الرئيس الفلسطيني محمود الهباش: الحكومة الفلسطينية المقبلة يجب ألا تكون فصائلية.. الضرورة الوطنية تقتضي ذلك,not bullying
"مسؤول أوروبي يدعو إلى الاستعداد لاحتمالية مواجهة طويلة مع #روسيا: امتلاك مخزون أكبر من الأسلحة عامل الحسم إذا بدأت المواجهة #العربية""",not bullying
"خلاف بين #فرنسا و #ألمانيا حول الملف الأوكراني.. #ماكرون يطالب بدعم #كييف بقوات أوروبية و #شولتس يرفض #أوكرانيا #العربية""",bullying
"وزير الخارجية البريطاني: مقتل فلسطينيين أثناء توزيع مساعدات في غزة مروع #العربية""",bullying
"""رئيس الوزراء سيكون أول من يعلم"".. صحيفة ""إندبندنت"" تكشف خطة أطلق عليها اسم ""جسر ميناي"" تشمل خطوات الإعلان عن وفاة #الملك_تشارلز وتتضمن الوريث المحتمل #بريطانيا #العربية""",not bullying
"عملية إنزال مظلي لمساعدات إنسانية فوق بيت لاهيا شمالي قطاع #غزة #العربية""",not bullying
"#بايدن: الولايات المتحدة ستبدأ بتقديم مساعدات إنسانية إلى قطاع #غزة جوا #العربية""",not bullying
"رئيس الوزراء البريطاني ريشي #سوناك يتحدث عن الاحتجاجات المطالبة بحماية المدنيين بـ #غزة: علينا أن نضع حداً ولا يمكن استغلال التظاهرات كذريعة لمعاداة السامية #العربية""",not bullying
"تقرير أممي جديد: قوات #الدعم_السريع ارتكبت عمليات قتل واغتصاب واسعة النطاق أثناء سيطرتها على جزء كبير من غرب #دارفور لتفاصيل أكثر | https #السودان #العربية""",bullying
"الناطق باسم حركة فتح حسين حمايل: على الفصائل الفلسطينية دعم الحكومة الجديدة لتعمل في الضفة و #غزة و #القدس #العربية""",not bullying
"رغم قراءته من الورقة.. الرئيس الأميركي يذكر #أوكرانيا بدلاً من #غزة خلال إعلانه أن #واشنطن ستقوم بعملية إنزال جوي للمساعدات في القطاع #العربية""",not bullying
"نقيب الممثلين المصريين #أشرف_زكي: لن أدافع عن فنان انشق عن الوطن.. ومساحة الحرية في #مصر كبيرة #محل_نقاش #العربية""",not bullying
"خلال اجتماعهم في #موسكو.. الفصائل الفلسطينية تتفق على احترام برنامج منظمة التحرير لأول مرة #فلسطين #غزة #العربية""",not bullying
"الناطق باسم حركة #فتح حسين حمايل: الشعب الفلسطيني سيواجه كارثة إذا أعاقت #حماس عمل الحكومة الجديدة في #غزة #العربية""",not bullying
"الرحلة مع محمد السيليني: اكتشف جوهر الشعوب وعمق الثقافات في رحلة خارج الحدود السياحية المعتادة قريبا على #العربية.. #العربية_21عاما #متجددة_حيوية_وأقرب""",not bullying
"عائلتها اعتقدت أنها اختفت.. سيدة عجوز تقطع مسافة ألف كم للإدلاء بصوتها في موطنها الأصلي #العربية""",not bullying
"الملياردير الأميركي إيلون ماسك يرفع دعوى قضائية ضد شركة OpenAI ورئيسها التنفيذي سام ألتمان داخل محكمة بسان فرانسيسكو لآخر التطورات تابعونا على رابط البث المباشر #العربية""",not bullying
"فيديو يوثق لحظة استهداف القوات الإسرائيلية لشابين أخوين وقتلهما أثناء تفقدهما منزلهما في #خان_يونس جنوب قطاع #غزة #العربية""",bullying
"""نتنياهو فاشل"".. اتفاق بين ضيفي محل نقاش على الوصف رغم اختلافهما سياسياً.. وباحث إسرائيلي يكررها: ""هو شخص فاشل ورئيس وزراء فاشل"" #محل_نقاش #العربية"" ""#نتنياهو"" يستهدف تهويد #القدس.",bullying
فيصل الفايز رئيس مجلس الأعيان ورئيس وزراء #الأردن الأسبق #البعد_الآخر,not bullying
"""يعيش حالة صدمة بسبب عدد الإصابات"".. الجيش الإسرائيلي يطالب بتجنيد 7500 جندي، بينما تعتقد الحكومة أن تجنيد 2500 مناسب بسبب ضعف الميزانية #إسرائيل #غزة #العربية""",not bullying
الموت يغيب الموسيقار المصري #حلمي_بكر عن عمر يناهز الـ86 عاما بعد صراع مع المرض,not bullying
"الفنان الراحل عانى من مشاكل صحية بالكلى والبروستاتا وأصيب في الساعات الأخيرة بالجفاف.. وكان يرفض التوجه إلى المستشفى #العربية""",not bullying
موفد #العربية أحمد بجاتو,not bullying
سيناريوهات حول مستقبل نتنياهو.. التاريخ قد يعيد نفسه,not bullying
"""ميتا"": إيقاف تشغيل علامة تبويب الأخبار على #فيسبوك في أستراليا مطلع أبريل.. ولا صفقات تجارية جديدة للمحتوى الإخباري التقليدي #العربية""",not bullying
"طعن 4 مصلين خلال اعتداء على مسجد الصحابة في مدينة الرصيفة بمحافظة الزرقاء الأردنية #الأردن #العربية"" مباشر من #العربية | #محل_نقاش",bullying
"""غزو صيني وتدمير 3 مطارات"".. صحيفة أميركية تكشف عن وثائق روسية سرية حول سيناريوهات #موسكو لإشعال حرب نووية #روسيا #العربية""",bullying
"روايات متضاربة وردود فعل دولية حول ما حدث في ""شارع الرشيد"" بـ #غزة.. فيديو إسرائيلي من الجو لدوار النابلسي #العربية""",not bullying
"تقرير: وفد إسرائيلي زار #مصر لمناقشة تفاصيل صفقة محتملة لتبادل الأسرى وسيعود الأسبوع المقبل لإجراء محادثات إضافية #العربية""",not bullying
